,token,label
6130,ХХV,O
6131,1,O
6132,Розташування,B-other
6133,Висота,O
6134,від,O
6135,сучасної,O
6136,підлоги,O
6137,56,O
6138,см,O
6139,відстань,O
6140,від,O
6141,правого,O
6142,кута,O
6143,Опис,B-inscription
6144,Збереженість,O
6145,напису,I-preservation_state
6146,дуже,O
6147,добра,I-inscription_type
6148,всі,O
6149,його,O
6150,складові,O
6151,чітко,O
6152,читаються,O
6153,як,O
6154,ім'я,O
6155,Козьма,O
6156,Кузьма,O
6157,Датування,B-dating_criteria
6158,Кінець,O
6159,XV,O
6160,кінець,O
6161,ХVІ,O
6162,ст.,O
6163,за,O
6164,скорописними,O
6165,формами,O
6166,написання,O
6167,літер,O
6168,та,O
6169,формою,O
6170,прорізів,O
6171,Категорія,O
6172,Пам'ятний,O
6173,напис,I-inscription_type
6174,Графіті,B-inscription
6175,№,O
6176,608,O
6177,табл,O
6178,ХХV,O
6179,2,O
6180,Розташування,B-other
6181,Висота,O
6182,від,O
6183,сучасної,O
6184,підлоги,O
6185,42,O
6186,см,O
6187,відстань,O
6188,від,O
6189,правого,O
6190,кута,O
6191,Опис,B-inscription
6192,На,O
6193,фресці,I-inscription_type
6194,прокреслений,B-decoration
6195,восьмикінечний,O
6196,хрест,I-decoration
6197,що,O
6198,складається,O
6199,зі,O
6200,щогли,I-object_type
6201,перекладини,O
6202,символічної,O
6203,таблички,O
6204,над,O
6205,головою,O
6206,Ісуса,O
6207,Христа,O
6208,та,O
6209,горизонтального,O
6210,підніжжя,O
6211,Основа,O
6212,щогли,I-object_type
6213,спирається,O
6214,на,I-inscription_type
6215,відкриту,O
6216,донизу,O
6217,прямокутну,O
6218,Голгофу,O
6219,Датування,B-dating_criteria
6220,Друга,O
6221,чверть,O
6222,ХІ,O
6223,кінець,O
6224,XVI,O
6225,ст.,O
6226,за,O
6227,формою,O
6228,прорізів,O
6229,Категорія,O
6230,Хрести,O
6231,монограми,O
6232,теонімограми,O
6233,Графіті,B-inscription
6234,№,O
6235,608а,O
6236,табл,O
6237,ХХV,O
6238,3,O
6239,Розташування,B-other
6240,Висота,O
6241,від,O
6242,сучасної,O
6243,підлоги,O
6244,41,O
6245,см,O
6246,відстань,O
6247,від,O
6248,правого,O
6249,кута,O
6250,Опис,B-inscription
6251,Ліва,O
6252,частина,I-other
6253,напису,I-preservation_state
6254,не,O
6255,збереглась,O
6256,через,O
6257,обвал,O
6258,тиньку,O
6259,простежуються,O
6260,тільки,O
6261,три,O
6262,літери,O
6263,НЕБ,O
6264,Датування,B-dating_criteria
6265,Остання,O
6266,чверть,O
6267,ХІІІ,O
6268,кінець,O
6269,XV,O
6270,ст.,O
6271,за,O
6272,формою,O
6273,написання,O
6274,б,O
6275,з,I-object_type
6276,ви-,O
6277,сокою,O
6278,петлею,O
6279,вертикальної,O
6280,е,O
6281,та,O
6282,н,O
6283,з,I-object_type
6284,діагональною,O
6285,перемичкою,O
6286,Категорія,O
6287,Фрагмент,O
6288,напису,I-preservation_state
6289,Графіті,B-inscription
6290,№,O
6291,608б,O
6292,табл,O
6293,ХХV,O
6294,4,O
6295,Розташування,B-other
6296,Висота,O
6297,від,O
6298,сучасної,O
6299,підлоги,O
6300,46,O
6301,см,O
6302,відстань,O
6303,від,O
6304,правого,O
6305,кута,O
6306,Опис,B-inscription
6307,На,O
6308,поверхні,O
6309,стіни,I-object_type
6310,прокреслена,O
6311,літера,O
6312,Ж.,O
6313,Датування,B-dating_criteria
6314,Друга,O
6315,чверть,O
6316,ХІ,O
6317,кінець,O
6318,XVI,O
6319,ст.,O
6320,за,O
6321,формою,O
6322,прорізів,O
6323,Категорія,O
6324,Абетки,O
6325,склади,O
6326,та,O
6327,окремі,O
6328,літери,O
6329,ІV.3,O
6330,Графіті,B-inscription
6331,на,I-inscription_type
6332,фресці,I-inscription_type
6333,з,I-object_type
6334,зображенням,I-object_type
6335,св,O
6336,Марка,O
6337,Фреска,B-object_type
6338,розташована,O
6339,у,I-object_type
6340,північно,O
6341,східному,O
6342,куті,O
6343,хрещальні,I-object_type
6344,на,I-inscription_type
6345,західній,O
6346,площині,O
6347,східної,O
6348,стіни,I-object_type
6349,Образ,O
6350,святого,O
6351,ідентифікується,O
6352,завдяки,O
6353,двом,O
6354,написам,O
6355,графіті,B-inscription_type
6356,які,O
6357,повідомляють,O
6358,його,O
6359,ім'я,O
6360,№,O
6361,432,O
6362,та,O
6363,№,O
6364,433)49,O
6365,Поверхня,O
6366,фрески,I-object_type
6367,вкрита,O
6368,численними,O
6369,вибоями,O
6370,та,O
6371,подряпинами,O
6372,місцями,O
6373,сильно,O
6374,затерта,O
6375,особливо,O
6376,в,O
6377,нижній,B-other
6378,частині,O
6379,та,O
6380,ближче,O
6381,до,O
6382,лівого,O
6383,кута,O
6384,де,O
6385,знаходиться,O
6386,більшість,O
6387,графіті,B-inscription_type
6388,Під,O
6389,час,O
6390,дослідження,O
6391,С.,O
6392,Висоцького,O
6393,було,O
6394,опубліковано,O
6395,сім,O
6396,графіті,B-inscription_type
6397,що,O
6398,тут,O
6399,розташовані,O
6400,№,O
6401,№,O
6402,14,O
6403,72–74,O
6404,вище,O
6405,це,O
6406,№,O
6407,№,O
6408,430–443,O
6409,445–449,O
6410,467–480,O
6411,494,O
6412,582–600,O
6413,та,O
6414,600а,O
6415,табл,O
6416,XVIII,O
6417,3,O
6418,Графіті,B-inscription
6419,№,O
6420,14,O
6421,табл,O
6422,ХХV,O
6423,5,O
6424,Публікації,O
6425,С.,O
6426,Висоцький50,O
6427,коригування,O
6428,А.,O
6429,Залізняк51,O
6430,Розташування,B-other
6431,Висота,O
6432,від,O
6433,сучасної,O
6434,підлоги,O
6435,73,O
6436,см,O
6437,відстань,O
6438,від,O
6439,лівого,O
6440,кута,O
6441,61,O
6442,см,O
6443,Опис,B-inscription
6444,Графіті,B-inscription
6445,містить,O
6446,дві,O
6447,складові,O
6448,малюнок,B-decoration
6449,та,O
6450,напис,I-inscription_type
6451,Збереженість,O
6452,остан-,O
6453,нього,O
6454,досить,O
6455,добра,I-inscription_type
6456,його,O
6457,складові,O
6458,чітко,O
6459,простежуються,O
6460,блѫдъ,O
6461,|,O
6462,сътво,O
6463,|,O
6464,рих52ъвъ,O
6465,|,O
6466,свѧтъ,O
6467,|,O
6468,дьн,O
6469,53ь,O
6470,З,O
6471,розбивкою,O
6472,на,I-inscription_type
6473,слова,O
6474,текст,O
6475,виглядає,O
6476,таким,O
6477,чином,O
6478,Блѫдъ,O
6479,сътворихъ,O
6480,въ,O
6481,свѧтъ,O
6482,дьнь,O
6483,Блуд,O
6484,створив,O
6485,у,I-object_type
6486,святий,O
6487,день,O
6488,По,O
6489,завершенню,O
6490,напису,I-preservation_state
6491,автор,O
6492,виконав,O
6493,праворуч,O
6494,малюнок,B-decoration
6495,шестикінечного,O
6496,хреста,O
6497,що,O
6498,складається,O
6499,зі,O
6500,щогли,I-object_type
6501,перекладини,O
6502,та,O
6503,символічної,O
6504,таблички,O
6505,над,O
6506,головою,O
6507,Ісуса,O
6508,Христа,O
6509,Основа,O
6510,щогли,I-object_type
6511,спирається,O
6512,на,I-inscription_type
6513,відкриту,O
6514,донизу,O
6515,одноступінчасту,O
6516,Голгофу,O
6517,Від,O
6518,кінців,O
6519,перекладини,O
6520,над,O
6521,вершиною,O
6522,щогли,I-object_type
6523,прокреслене,O
6524,відкрите,O
6525,донизу,O
6526,півколо,O
6527,на,I-inscription_type
6528,краях,O
6529,та,O
6530,посередині,O
6531,якого,O
6532,знаходяться,O
6533,чотириконечні,O
6534,хрестики54,O
6535,Датування,B-dating_criteria
6536,Кінець,O
6537,ХІ,O
6538,кінець,O
6539,ХІІ,O
6540,ст.,O
6541,за,O
6542,формою,O
6543,написання,O
6544,б,O
6545,та,O
6546,ъ,O
6547,з,I-object_type
6548,розімкну-,O
6549,тими,O
6550,петлями,O
6551,в,O
6552,з,I-object_type
6553,верхньою,O
6554,петлею,O
6555,що,O
6556,ширша,O
6557,за,O
6558,нижню,O
6559,р,O
6560,з,I-object_type
6561,петлею,O
6562,що,O
6563,не,O
6564,змика-,O
6565,ється,O
6566,зі,O
6567,щоглою55,O
6568,Категорія,O
6569,Напис,O
6570,покаяння,O
6571,Графіті,B-inscription
6572,№,O
6573,72,O
6574,табл,O
6575,ХХVІ,O
6576,Публікації,O
6577,С.,O
6578,Висоцький56,O
6579,Розташування,B-other
6580,Висота,O
6581,від,O
6582,сучасної,O
6583,підлоги,O
6584,71,O
6585,см,O
6586,відстань,O
6587,від,O
6588,лівого,O
6589,кута,O
6590,32,O
6591,см,O
6592,Опис,B-inscription
6593,На,O
6594,поверхні,O
6595,фрески,I-object_type
6596,подвійними,O
6597,замкненими,O
6598,рисками,O
6599,виконаний,O
6600,малюнок,B-decoration
6601,шестикінечного,O
6602,напрестольного,O
6603,хреста,O
6604,що,O
6605,складається,O
6606,зі,O
6607,щогли,I-object_type
6608,перекладини,O
6609,та,O
6610,сим-,O
6611,волічної,O
6612,таблички,O
6613,над,O
6614,головою,O
6615,Ісуса,O
6616,Христа,O
6617,Довкола,O
6618,перетину,O
6619,щогли,I-object_type
6620,та,O
6621,перекладини,O
6622,прокреслене,O
6623,коло,O
6624,Над,O
6625,символічною,O
6626,табличкою,O
6627,обабіч,O
6628,щогли,I-object_type
6629,прокреслені,O
6630,літери,O
6631,ІС,O
6632,ХС.,O
6633,Основа,O
6634,щогли,I-object_type
6635,спирається,O
6636,на,I-inscription_type
6637,престол,O
6638,поділений,O
6639,на,I-inscription_type
6640,чотири,O
6641,стовпчики,O
6642,у,I-object_type
6643,два,O
6644,рядки,O
6645,В,O
6646,нижній,B-other
6647,частині,O
6648,він,O
6649,має,O
6650,прямокутні,O
6651,ніжки,O
6652,Під,O
6653,перекладиною,O
6654,на,I-inscription_type
6655,престолі,O
6656,зображено,O
6657,обабіч,O
6658,щогли,I-object_type
6659,по,O
6660,три,O
6661,свічки,O
6662,з,I-object_type
6663,довгими,O
6664,середніми,O
6665,та,O
6666,короткими,O
6667,бічними,O
6668,Під,O
6669,пере-,O
6670,кладиною,O
6671,обабіч,O
6672,праворуч,O
6673,від,O
6674,довгих,O
6675,свічок,O
6676,виконані,O
6677,літери,O
6678,Н,O
6679,КА.,O
6680,Праві,O
6681,клітинки,O
6682,престолу,O
6683,в,O
6684,обох,O
6685,рядках,O
6686,не,O
6687,мають,O
6688,літер,O
6689,натомість,O
6690,в,O
6691,усіх,O
6692,інших,O
6693,вони,O
6694,видряпані,O
6695,по,O
6696,одній,O
6697,в,O
6698,кожному,O
6699,У,O
6700,верхньому,O
6701,рядку,O
6702,це,O
6703,Ї,O
6704,Ѧ,O
6705,Ю,O
6706,у,I-object_type
6707,нижньому,O
6708,Ѧ,O
6709,Ї,O
6710,Ю.,O
6711,Значення,O
6712,цих,O
6713,по-,O
6714,значок,O
6715,наразі,O
6716,встановити,O
6717,складно,O
6718,Обабіч,O
6719,престолу,O
6720,виконані,O
6721,літери,O
6722,А,O
6723,та,O
6724,Ꙍ,O
6725,що,O
6726,від-,O
6727,силають,O
6728,глядача,O
6729,до,O
6730,рядків,O
6731,Святого,O
6732,Писання,O
6733,Я,O
6734,Альфа,O
6735,і,O
6736,Омега,O
6737,говорить,O
6738,Господь,O
6739,Бог,O
6740,Той,O
6741,Хто,O
6742,є,O
6743,і,O
6744,Хто,O
6745,був,O
6746,і,O
6747,Хто,O
6748,має,O
6749,прийти,O
6750,Вседержитель,O
6751,Об,O
6752,1:8,O
6753,На,O
6754,думку,O
6755,С.,O
6756,Висоцького,O
6757,на,I-inscription_type
6758,фресці,I-inscription_type
6759,представлений,O
6760,малюнок,B-decoration
6761,Йордані,O
6762,яку,O
6763,спо-,O
6764,руджують,O
6765,на,I-inscription_type
6766,річці,O
6767,під,I-object_type
6768,час,O
6769,хрещенських,O
6770,свят,O
6771,Ця,O
6772,версія,O
6773,дослідника,O
6774,спиралась,O
6775,на,I-inscription_type
6776,текст,O
6777,напису,I-preservation_state
6778,№,O
6779,73,O
6780,який,O
6781,він,O
6782,вважав,O
6783,пов'язаним,O
6784,з,I-object_type
6785,малюнком,O
6786,Однак,O
6787,сучасні,O
6788,дослідження,O
6789,графіті,B-inscription_type
6790,не,O
6791,підтвердили,O
6792,версії,O
6793,про,O
6794,їх,O
6795,спільний,O
6796,зв'язок,O
6797,тож,O
6798,вірогідніше,O
6799,що,O
6800,невідомий,O
6801,автор,O
6802,зобразив,O
6803,на,I-inscription_type
6804,фресці,I-inscription_type
6805,хрест,I-decoration
6806,на,I-inscription_type
6807,престолі,O
6808,який,O
6809,він,O
6810,міг,O
6811,бачити,O
6812,у,I-object_type
6813,вівтарі,O
6814,Софійського,O
6815,собору,O
6816,або,O
6817,навіть,O
6818,у,I-object_type
6819,тій,O
