Графіті №,табл,Розташування,Опис,Датування,Категорія
675 ,"LХХХ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('103', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('У', 'O'), ('середній', 'O'), ('частині', 'O'), ('напис', 'O'), ('пошкоджений', 'O'), ('вибоєм', 'O'), ('який', 'O'), ('знищив', 'O'), ('декілька', 'O'), ('його', 'O'), ('складових', 'O'), ('помꙗни', 'O'), ('Г------мꙗ', 'B'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Помꙗни', 'O'), ('Г[осподи', 'O'), ('мꙗ.', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('мене', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
676 ,"LХХХ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('77', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('395', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('Г\ue002\ue01eПО', 'B'), ('що', 'O'), ('є', 'O'), ('незавершеною', 'O'), ('формою', 'O'), ('тради-', 'O'), ('ційної', 'O'), ('формули', 'O'), ('Г(оспод)и', 'O'), ('по{мози', 'O'), ('}', 'O'), (""'"", 'O'), ('Господи', 'B'), ('поможи', 'O'), (""'"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('и', 'O'), ('з', 'O'), ('гори-', 'O'), ('зонтальною', 'O'), ('перемичкою', 'O'), ('та', 'O'), ('структурою', 'O'), ('формули', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
677 ,"LХХХ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('87', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('395', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('Г\ue01e', 'B'), ('що', 'O'), ('є', 'O'), ('традиційним', 'O'), ('скороченням', 'O'), ('слова-', 'O'), ('звернення', 'O'), ('Г(оспод)и', 'B'), (""'"", 'O'), ('Господи', 'B'), (""'"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XІV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('и', 'O'), ('з', 'O'), ('гори-', 'O'), ('зонтальною', 'O'), ('перемичкою', 'O'), ('та', 'O'), ('верхніми', 'O'), ('засічками', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
678 ,"LХХХ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('100', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('чотириконечний', 'O'), ('хрест', 'O'), ('Його', 'O'), ('виконана', 'O'), ('подвійною', 'O'), ('рискою', 'O'), ('основа', 'O'), ('щогли', 'O'), ('спирається', 'O'), ('на', 'O'), ('видряпану', 'O'), ('подвійною', 'O'), ('рискою', 'O'), ('відкриту', 'O'), ('донизу', 'O'), ('од-', 'O'), ('ноступінчасту', 'O'), ('Голгофу', 'B'), ('Перекладина', 'O'), ('хреста', 'O'), ('тільки', 'O'), ('намічена', 'O'), ('одинарною', 'O'), ('рискою', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
679 ,"LХХХ, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('100,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Закінчення', 'O'), ('напису', 'O'), ('не', 'O'), ('збереглось', 'O'), ('внаслідок', 'O'), ('обвалу', 'O'), ('тиньку', 'O'), ('проте', 'O'), ('наявні', 'O'), ('складові', 'O'), ('дозволяють', 'O'), ('без', 'O'), ('труднощів', 'O'), ('прочитати', 'O'), ('напис', 'O'), ('поменим-', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втраченого', 'O'), ('фрагмента', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Помени', 'O'), ('м[ꙗ', 'O'), (""Пом'яни"", 'O'), ('мене', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
680 ,"LХХХІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('95,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('малюнок', 'O'), ('простого', 'O'), ('чотириконечного', 'O'), ('хреста', 'O'), ('над', 'O'), ('яким', 'O'), ('виконане', 'O'), ('зображення', 'O'), ('півкола', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
681 ,"LХХХІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('101', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('подвійними', 'O'), ('замкненими', 'O'), ('рисками', 'O'), ('прокреслений', 'O'), ('малюнок', 'O'), ('чо-', 'O'), ('тириконечного', 'O'), ('хреста', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
682 ,"LХХХІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('98,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('Г\ue002\ue01e', 'O'), ('та', 'O'), ('щогла', 'O'), ('літери', 'O'), ('П', 'O'), ('за', 'O'), ('ними', 'O'), ('що', 'O'), ('є', 'O'), ('неза-', 'O'), ('вершеною', 'O'), ('формою', 'O'), ('традиційної', 'O'), ('формули', 'O'), ('Г(оспод)и', 'O'), ('{', 'O'), ('помози', 'O'), ('}', 'O'), (""'"", 'O'), ('Господи', 'B'), ('поможи', 'O'), (""'"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('и', 'O'), ('з', 'O'), ('гори-', 'O'), ('зонтальною', 'O'), ('перемичкою', 'O'), ('та', 'O'), ('структурою', 'O'), ('формули', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
683 ,"LХХХІ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('98', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('342', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('подвійними', 'O'), ('рисками', 'O'), ('прокреслений', 'O'), ('малюнок', 'O'), ('чотириконечного', 'O'), ('хреста', 'O'), ('у', 'O'), ('правій', 'O'), ('частині', 'O'), ('перекладини', 'O'), ('якого', 'O'), ('намічене', 'O'), ('декорування', 'O'), ('у', 'O'), ('вигляді', 'O'), ('ламаної', 'O'), ('лінії', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
684 ,"LХХХІ, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('97', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('340', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('шестикінечний', 'O'), ('хрест', 'O'), ('що', 'O'), ('складається', 'O'), ('зі', 'O'), ('щогли', 'O'), ('перекладини', 'O'), ('та', 'O'), ('символічної', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
685 ,"LХХХІ, 6","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('84', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('497', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('ЅХ\ue000Е\ue000', 'O'), ('що', 'O'), ('є', 'O'), ('записом', 'O'), ('6605', 'O'), ('1097', 'O'), ('р', 'O'), ('На', 'O'), ('жаль', 'O'), ('автор', 'O'), ('напису', 'O'), ('не', 'O'), ('згадав', 'O'), ('самої', 'O'), ('події', 'O'), ('яка', 'O'), ('спонукала', 'O'), ('його', 'O'), ('виконати', 'O'), ('гра-', 'O'), ('фіті', 'O'), ('Однак', 'O'), ('зважаючи', 'O'), ('на', 'O'), ('його', 'O'), ('наявність', 'O'), ('у', 'O'), ('стінах', 'O'), ('митрополичої', 'O'), ('резиденції', 'O'), ('на', 'O'), ('фресці', 'O'), ('з', 'O'), ('зображенням', 'O'), ('Сорока', 'B'), ('мучеників', 'O'), ('найвірогідніше', 'O'), (""пов'язати"", 'O'), ('його', 'O'), ('або', 'O'), ('з', 'O'), ('особою', 'O'), ('осліп-', 'O'), ('леного', 'O'), ('Василька', 'B'), ('Ростиславича', 'I'), ('Теребовлянського', 'I'), ('підкресливши', 'O'), ('його', 'O'), ('мучеництво', 'O'), ('Проте', 'O'), ('не', 'O'), ('виключено', 'O'), ('й', 'O'), ('те', 'O'), ('що', 'O'), ('напис', 'O'), ('виник', 'O'), ('як', 'O'), ('своєрідне', 'O'), ('прохання', 'O'), ('успішної', 'O'), ('місії', 'O'), ('по-', 'O'), ('сланців', 'O'), ('князя', 'O'), ('Святополка', 'B'), ('ІІ', 'I'), ('до', 'O'), ('Володимира', 'B'), ('Мономаха', 'I'), ('–', 'O'), ('княгині', 'O'), ('Всеволодової', 'B'), ('дру-', 'O'), ('жини', 'O'), ('померлого', 'O'), ('та', 'O'), ('похованого', 'O'), ('у', 'O'), ('Софійському', 'B'), ('соборі', 'I'), ('у', 'O'), ('1093', 'O'), ('р', 'O'), ('Всеволода', 'B'), ('Ярославича', 'I'), ('та', 'O'), ('київського', 'O'), ('митрополита', 'B'), ('Миколая', 'I'), ('які', 'O'), ('мали', 'O'), ('примирити', 'O'), ('ворогуючих', 'O'), ('князів', 'O'), ('та', 'O'), ('при-', 'O'), ('пинити', 'O'), ('міжусобицю', 'O'), ('що', 'O'), ('виникла', 'O'), ('внаслідок', 'O'), ('осліплення', 'O'), ('Василька184', 'O'), (' ', 'O'), ('Ладога', 'O'), ('и', 'O'), ('эпоха', 'O'), ('викингов', 'O'), ('Четвертые', 'O'), ('чтения', 'O'), ('памяти', 'O'), ('Анны', 'B'), ('Мачинской', 'I'), ('Старая', 'B'), ('Ладога', 'I'), ('21–23', 'O'), ('декабря', 'O')]","[('1097', 'O'), ('р', 'O'), (';', 'O'), ('за', 'O'), ('прямим', 'O'), ('датуванням', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
686 ,"LХХХІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('183', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Збереженість', 'O'), ('напису', 'O'), ('доволі', 'O'), ('добра', 'O'), ('його', 'O'), ('складові', 'O'), ('чітко', 'O'), ('простежуються', 'O'), ('як', 'O'), ('запис', 'O'), ('особового', 'O'), ('та', 'O'), ('родового', 'O'), ('імені', 'O'), ('автора', 'O'), ('Lucas', 'B'), ('Horain', 'I'), (""'"", 'O'), ('Лукаш', 'B'), ('Горайн', 'I'), (""'"", 'O'), ('За', 'O'), ('останнім', 'O'), ('словом', 'O'), ('після', 'O'), ('невеликої', 'O'), ('тріщини', 'O'), ('помітна', 'O'), ('літера', 'O'), ('S', 'O'), ('тиньк', 'O'), ('за', 'O'), ('нею', 'O'), ('рівний', 'O'), ('Зважаючи', 'O'), ('на', 'O'), ('ідентифікацію', 'O'), ('автора', 'O'), ('запису', 'O'), ('найвірогідніше', 'O'), ('розглядати', 'O'), ('її', 'O'), ('як', 'O'), ('недописане', 'O'), ('слово', 'O'), ('s{tolnik', 'O'), ('}', 'O'), (""'"", 'O'), ('стольник', 'O'), (""'"", 'O'), ('Автор', 'O'), ('відомий', 'O'), ('за', 'O'), ('писемними', 'O'), ('джерелами', 'O'), ('Він', 'O'), ('походив', 'O'), ('з', 'O'), ('родини', 'O'), ('Горайнів', 'B'), ('або', 'O'), ('Гораймів', 'B'), ('герб', 'O'), ('Шренява)185', 'B'), ('і', 'O'), ('був', 'O'), ('стольником', 'O'), ('Чернігова', 'B'), ('до', 'O'), ('1673', 'O'), ('р.)186', 'O')]","[('Середина', 'O'), ('–', 'O'), ('третя', 'O'), ('чверть', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('та', 'O'), ('ідентифі-', 'O'), ('кацією', 'O'), ('автора', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
687 ,"LХХХІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('144', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('виконаний', 'O'), ('запис', 'O'), ('імені', 'O'), ('Василиꙗ', 'O'), (""'"", 'O'), ('Василя', 'O'), (""'"", 'O'), ('Відмінок', 'O'), ('імені', 'O'), ('що', 'O'), ('співвідноситься', 'O'), ('з', 'O'), ('дієсловами', 'O'), ('-', 'O'), ('проханнями', 'O'), (""пом'яни"", 'O'), ('помилуй', 'O'), ('або', 'O'), ('спаси', 'O'), ('дозволяє', 'O'), ('ви-', 'O'), ('значити', 'O'), ('що', 'O'), ('перед', 'O'), ('нами', 'O'), ('скорочена', 'O'), ('форма', 'O'), ('молитовного', 'O'), ('звернення', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
688 ,"LХХХІІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('91', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('542', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('подвійними', 'O'), ('замкненими', 'O'), ('рисками', 'O'), ('прокреслена', 'O'), ('відкрита', 'O'), ('донизу', 'O'), ('овальна', 'O'), ('фігура', 'O'), ('що', 'O'), ('має', 'O'), ('вигляд', 'O'), ('підкови', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Емблеми', 'O')]"
