,Датування,B-dating_criteria
7919,Опис,B-inscription
7920,Збереженість,O
7921,напису,I-preservation_state
7922,відносно,O
7923,добра,I-inscription_type
7924,його,O
7925,складові,O
7926,чітко,O
7927,читаються,O
7928,С(вѧ)ти,O
7929,м҃,O
7930,м(оу)ч(ени)кь,O
7931,молите,O
7932,за,O
7933,раба,O
7934,своего,O
7935,Георьгиѧ.,O
7936,його,O
7937,складових,O
7938,рокꙋ,O
7939,҂,O
7940,а͠͠хн͠е,O
7941,юнꙗ҃іднꙗбылт,O
7942,н----------------по,O
7943,ис---,O
7944,петлею,O
7945,кутом,O
7946,вперед,O
7947,нахиленої,O
7948,праворуч,O
7949,е,O
7950,нахиленої,O
7951,праворуч,O
7952,з,I-object_type
7953,із,O
7954,переломом,O
7955,кри-,O
7956,Датування,B-dating_criteria
7957,Друга,O
7958,чверть,O
7959,ХІ,O
7960,кінець,O
7961,XІІІ,O
7962,ст.,O
7963,за,O
7964,формою,O
7965,написання,O
7966,в,O
7967,з,I-object_type
7968,висту-,O
7969,Датування,B-dating_criteria
7970,Друга,O
7971,чверть,O
7972,ХІ,O
7973,кінець,O
7974,ХV,O
7975,ст.,O
7976,за,O
7977,формою,O
7978,прорізів,O
7979,сильно,O
7980,пошкод-,O
7981,Розташування,B-other
7982,Знаходиться,O
7983,на,I-inscription_type
7984,північній,O
7985,стороні,O
7986,того,O
7987,ж,O
7988,виступу,I-object_type
7989,що,O
7990,й,O
7991,згаданий,O
7992,Публікації,O
7993,В.,O
7994,Корнієнко169,O
7995,Категорія,O
7996,Фрагмент,O
7997,напису,I-preservation_state
7998,рекладини,O
7999,та,O
8000,нижні,O
8001,сторони,O
8002,кінців,O
8003,щогли,I-object_type
8004,якого,O
8005,мають,O
8006,розширення,O
8007,трикутної,O
8008,або,O
8009,Розташування,B-other
8010,Висота,O
8011,від,O
8012,нижнього,O
8013,краю,O
8014,зондажу,I-other
8015,5,O
8016,см,O
8017,відстань,O
8018,від,O
8019,лівого,O
8020,Графіті,B-inscription
8021,№,O
8022,4250,O
8023,табл,O
8024,ІХ,O
8025,1,O
8026,проте,O
8027,пізніше,O
8028,закриту,O
8029,чавунними,O
8030,плитами,O
8031,на,I-inscription_type
8032,засипці,O
8033,забрудненого,O
8034,піску,O
8035,Тоді,O
8036,ж,O
8037,у,I-object_type
8038,2010,O
8039,р,O
8040,Р.,O
8041,Гуцуля-,O
8042,нахиленої,O
8043,праворуч,O
8044,е,O
8045,Датування,B-dating_criteria
8046,Друга,O
8047,третина,O
8048,XІІ,O
8049,початок,O
8050,ХІІІ,O
8051,ст.,O
8052,за,O
8053,формою,O
8054,написання,O
8055,а,O
8056,з,I-object_type
8057,по-,O
8058,ються,O
8059,На,O
8060,фресці,I-inscription_type
8061,виконане,O
8062,молитовне,I-inscription_type
8063,звернення,I-inscription_type
8064,рається,O
8065,на,I-inscription_type
8066,трикутну,O
8067,Голгофу,O
8068,причому,O
8069,перетинає,O
8070,її,O
8071,приблизно,O
8072,на,I-inscription_type
8073,½,O
8074,висоти,O
8075,Датування,B-dating_criteria
8076,Кінець,O
8077,ХVI,O
8078,кінець,O
8079,XVІI,O
8080,ст.,O
8081,за,O
8082,формою,O
8083,прорізів,O
8084,та,O
8085,фактом,O
8086,вжи-,O
8087,Датування,B-dating_criteria
8088,Кінець,O
8089,XVI,O
8090,кінець,O
8091,XVII,O
8092,ст.,O
8093,за,O
8094,формою,O
8095,прорізів,O
8096,та,O
8097,скорописними,O
8098,зонтальною,O
8099,перемичкою,O
8100,та,O
8101,структурою,O
8102,формули,O
8103,Графіті,B-inscription
8104,№,O
8105,4296,O
8106,табл,O
8107,СІ,O
8108,1,O
8109,Датування,B-dating_criteria
8110,Друга,O
8111,чверть,O
8112,XІІІ,O
8113,кінець,O
8114,XV,O
8115,ст.,O
8116,за,O
8117,формою,O
8118,написання,O
8119,о,O
8120,з,I-object_type
8121,прямою,O
8122,М,O
8123,у,I-object_type
8124,верхньому,O
8125,рядку,O
8126,та,O
8127,склад,O
8128,ЛꙊ,O
8129,в,O
8130,нижньому,O
8131,Графіті,B-inscription
8132,№,O
8133,4288,O
8134,табл,O
8135,ХСVІІІ,O
8136,1,O
8137,Датування,B-dating_criteria
8138,Друга,O
8139,чверть,O
8140,ХІ,O
8141,кінець,O
8142,XІI,O
8143,ст.,O
8144,за,O
8145,формою,O
8146,написання,O
8147,а,O
8148,з,I-object_type
8149,видов-,O
8150,графіті,B-inscription_type
8151,на,I-inscription_type
8152,фресках,O
8153,хрещальні,I-object_type
8154,можуть,O
8155,бути,O
8156,виявлені,O
8157,під,I-object_type
8158,час,O
8159,подальших,O
8160,археологічних,O
8161,Розташування,B-other
8162,Висота,O
8163,від,O
8164,сучасної,O
8165,підлоги,O
8166,87	5,O
8167,см,O
8168,відстань,O
8169,від,O
8170,лівого,O
8171,кута,O
8172,Опис,B-inscription
8173,На,O
8174,фресці,I-inscription_type
8175,прокреслений,B-decoration
8176,чотириконечний,I-decoration
8177,хрест,I-decoration
8178,з,I-object_type
8179,розширеними,O
8180,у,I-object_type
8181,вигляді,O
8182,Графіті,B-inscription
8183,№,O
8184,4333,O
8185,табл,O
8186,СХ,O
8187,3,O
8188,Розташування,B-other
8189,Висота,O
8190,від,O
8191,сучасної,O
8192,підлоги,O
8193,53,O
8194,см,O
8195,відстань,O
8196,від,O
8197,лівого,O
8198,кута,O
8199,45,O
8200,см,O
8201,ють,O
8202,визначити,O
8203,що,O
8204,заупокійні,O
8205,служби,O
8206,проводились,O
8207,за,O
8208,душу,O
8209,людини,O
8210,на,I-inscription_type
8211,ім'я,O
8212,Йоанн,O
8213,Публікації,O
8214,С.,O
8215,Висоцький123,O
8216,текст,O
8217,коригував,O
8218,А.,O
8219,Залізняк124,O
8220,В.,O
8221,Корнієнко125,O
8222,Графіті,B-inscription
8223,№,O
8224,707,O
8225,табл,O
8226,LХХХVIІ,O
8227,3,O
8228,Розташування,B-other
8229,Висота,O
8230,від,O
8231,сучасної,O
8232,підлоги,O
8233,98,O
8234,см,O
8235,відстань,O
8236,від,O
8237,правого,O
8238,ребра,O
8239,Розташування,B-other
8240,Висота,O
8241,від,O
8242,основи,O
8243,107,O
8244,см,O
8245,Розташування,B-other
8246,Висота,O
8247,від,O
8248,сучасної,O
8249,підлоги,O
8250,70	5,O
8251,см,O
8252,відстань,O
8253,від,O
8254,лівого,O
8255,кута,O
8256,Графіті,B-inscription
8257,№,O
8258,685,O
8259,табл,O
8260,LХХХІ,O
8261,6,O
8262,Категорія,O
8263,Пам'ятний,O
8264,напис,I-inscription_type
8265,Графіті,B-inscription
8266,№,O
8267,4285,O
8268,табл,O
8269,ХСVІІ,O
8270,2,O
8271,З,O
8272,розбивкою,O
8273,на,I-inscription_type
8274,слова,O
8275,та,O
8276,відновленням,O
8277,втрачених,O
8278,фрагментів,O
8279,текст,O
8280,можна,O
8281,пред-,O
8282,боями,O
8283,внаслідок,O
8284,чого,O
8285,більша,O
8286,частина,I-other
8287,складових,O
8288,знищена,O
8289,шими,O
8290,порівняно,O
8291,з,I-object_type
8292,іншими,O
8293,Саме,O
8294,цей,O
8295,розчищений,O
8296,та,O
8297,обрізаний,O
8298,текст,O
8299,і,O
8300,був,O
8301,опуб-,O
8302,що,O
8303,дозволяє,O
8304,розглядати,O
8305,запис,B-inscripiton_type
8306,як,O
8307,скорочений,O
8308,варіант,O
8309,традиційної,O
8310,молитовної,O
8311,формули,O
8312,тим,O
8313,же,O
8314,інструментом,O
8315,і,O
8316,тим,O
8317,самим,O
8318,автором,O
8319,Стефаном,O
8320,Розташування,B-other
8321,Висота,O
8322,від,O
8323,сучасної,O
8324,підлоги,O
8325,134,O
8326,см,O
8327,відстань,O
8328,від,O
8329,лівого,O
8330,кута,O
8331,к͠в,O
8332,преставис(ѧ,O
8333,раб(ъ,O
8334,Б(о)жіи,O
8335,ома,O
8336,собору,O
8337,знаходився,O
8338,виступ,B-object_type
8339,стіни,I-object_type
8340,південного,O
8341,схилу,I-object_type
8342,арки,I-object_type
8343,яка,O
8344,вела,O
8345,до,O
8346,відкритої,O
8347,південної,O
8348,Розташування,B-other
8349,Висота,O
8350,від,O
8351,сучасної,O
8352,підлоги,O
8353,50,O
8354,см,O
8355,відстань,O
8356,від,O
8357,лівого,O
8358,ребра,O
8359,40,O
8360,см,O
8361,Датування,B-dating_criteria
8362,Друга,O
8363,чверть,O
8364,кінець,O
8365,XI,O
8366,ст.,O
8367,за,O
8368,особливостями,O
8369,розташування,O
8370,креслений,O
8371,чотириконечний,I-decoration
8372,хрест,I-decoration
8373,року,O
8374,знаходився,O
8375,у,I-object_type
8376,Києві32,O
8377,Графіті,B-inscription
8378,№,O
8379,600,O
8380,табл,O
8381,ХLV,O
8382,2,O
8383,Категорія,O
8384,Абетки,O
8385,склади,O
8386,та,O
8387,окремі,O
8388,літери,O
8389,З,O
8390,розбивкою,O
8391,на,I-inscription_type
8392,слова,O
8393,та,O
8394,відновленням,O
8395,прорпущених,O
8396,фрагментів,O
8397,текст,O
8398,виглядає,O
8399,так,O
8400,Графіті,B-inscription
8401,№,O
8402,719,O
8403,табл,O
8404,ХСІІІ,O
8405,1,O
8406,перемичкою,O
8407,нахиленої,O
8408,ліворуч,O
8409,е,O
8410,к,O
8411,з,I-object_type
8412,нижньою,O
8413,засічкою,O
8414,прямолінійної,O
8415,р,O
8416,з,I-object_type
8417,округлою,O
8418,Опис,B-inscription
8419,Складові,O
8420,напису,I-preservation_state
8421,пошкоджені,O
8422,дрібними,O
8423,вибоями,O
8424,проте,O
8425,в,O
8426,цілому,O
8427,чітко,O
8428,чи-,O
8429,кутом,O
8430,вперед,O
8431,Z,O
8432,подібної,O
8433,з,I-object_type
8434,и,O
8435,та,O
8436,ч,O
8437,з,I-object_type
8438,верхніми,O
8439,засічками,O
8440,ю,O
8441,з,I-object_type
8442,довгою,O
8443,перемичкою,O
8444,що,O
8445,Розташування,B-other
8446,Висота,O
8447,від,O
8448,сучасної,O
8449,підлоги,O
8450,138,O
8451,см,O
8452,відстань,O
8453,від,O
8454,лівого,O
8455,кута,O
8456,Датування,B-dating_criteria
8457,Друга,O
8458,чверть,O
8459,ХІ,O
8460,кінець,O
8461,ХVІ,O
8462,ст.,O
8463,за,O
8464,формою,O
8465,прорізів,O
8466,Розташування,B-other
8467,Висота,O
8468,від,O
8469,сучасної,O
8470,підлоги,O
8471,85,O
8472,см,O
8473,відстань,O
8474,від,O
8475,правого,O
8476,ребра,O
8477,Писав,O
8478,я,O
8479,Графіті,B-inscription
8480,№,O
8481,548,O
8482,табл,O
8483,ХLVІI,O
8484,5,O
8485,риштування,O
8486,та,O
8487,розписувалась,O
8488,верхня,O
8489,частина,I-other
8490,композиції,O
8491,Сорок,O
8492,мучеників,O
8493,Севас-,O
8494,Публікації,O
8495,В.,O
8496,Корнієнко106,O
8497,ГРАФІТІ,B-inscription
8498,ПІВНІЧНОЇ,O
8499,СТОРОНИ,O
8500,ЗАХІДНОЇ,O
8501,ЗОВНІШНЬОЇ,O
8502,ГАЛЕРЕЇ,O
8503,Розташування,B-other
8504,Висота,O
8505,від,O
8506,сучасної,O
8507,підлоги,O
8508,27,O
8509,см,O
8510,відстань,O
8511,від,O
8512,правого,O
8513,ребра,O
8514,А.,O
8515,Бонецький,O
8516,згадує,O
8517,Яна,O
8518,Івана,O
8519,Ясноборського,O
8520,з,I-object_type
8521,Війська,O
8522,Запорізького,O
8523,який,O
8524,у,I-object_type
8525,Розташування,B-other
8526,Висота,O
8527,від,O
8528,сучасної,O
8529,підлоги,O
8530,86,O
8531,см,O
8532,відстань,O
8533,від,O
8534,лівого,O
8535,кута,O
8536,191,O
8537,см,O
8538,Датування,B-dating_criteria
8539,Друга,O
8540,чверть,O
8541,XІ,O
8542,кінець,O
8543,XVI,O
8544,ст.,O
8545,за,O
8546,формою,O
8547,прорізів,O
8548,Графіті,B-inscription
8549,№,O
8550,4353,O
8551,табл,O
8552,СХV,O
8553,2,O
8554,чотири,O
8555,знаки,O
8556,виконаного,O
8557,у,I-object_type
8558,стовпчик,O
8559,тексту,O
8560,Опис,B-inscription
8561,На,O
8562,поверхні,O
8563,фрески,I-object_type
8564,прокреслена,O
8565,фігура,O
8566,в,O
8567,основу,O
8568,якої,O
8569,покладене,O
8570,коло,O
8571,а,O
8572,Категорія,O
8573,Молитовний,O
8574,напис,I-inscription_type
8575,илипъ,O
8576,Коровинъ,O
8577,Опис,B-inscription
8578,Незважаючи,O
8579,на,I-inscription_type
8580,пошкодження,O
8581,тиньку,O
8582,складові,O
8583,напису,I-preservation_state
8584,добре,O
8585,читаються,O
8586,Графіті,B-inscription
8587,№,O
8588,622,O
8589,табл,O
8590,LХХVІІ,O
8591,2,O
8592,ком,O
8593,були,O
8594,проведені,O
8595,аналізи,O
8596,розчинів,O
8597,з,I-object_type
8598,цієї,O
8599,частини,O
8600,собору,O
8601,які,O
8602,й,O
8603,дозволили,O
8604,встановити,O
8605,приблизний,O
8606,Датування,B-dating_criteria
8607,Кінець,O
8608,XVI,O
8609,кінець,O
8610,XVII,O
8611,ст.,O
8612,за,O
8613,формою,O
8614,прорізів,O
8615,та,O
8616,скорописними,O
